ID,nExpediente,EMPRESA,AUTÓNOMO,Nº TRABAJADORES,Tipo actividad,Fecha Entrada,Fecha Salida,Base modelo 190,Base modelo 180,importe neto,aprovisionamientos,otros ingresos explotación,ingresos financiero,gastos financieros,deterioro ingresos financieros,inspección HACIENDA,nº socios,pagos gestoria,ha pagado a la gestoría,solicita aplazamientos pago,certificado electrónico,reuniones anuales,envia documentacion por correo,se realiza la declaracion de la renta
988,2300988,0,1,0.0,fontaneria,2019-01-31,,0,1076,41171,14758.4042696469,,23,5.978581473053151,0.0,1.0,,72.6,Sí,0,0,0.0,sí,sí
989,2310989,1,0,16.0,construccion,2019-02-08,,21968,1132,140671,47722.71081424701,,23,16.921697674085543,0.0,0.0,1.0,460.0,Sí,1,1,0.0,sí,sí
990,2300990,0,1,0.0,fontaneria,2011-07-05,,0,557,49182,17201.1913657111,,29,6.789510197139778,0.0,0.0,,72.6,Sí,0,0,1.0,sí,sí
991,2310991,1,0,11.0,construccion,2019-08-24,,13079,1156,107571,38153.41594293965,,26,13.744991815068662,0.0,0.0,1.0,460.0,Sí,1,1,,sí,sí
992,2300992,0,1,0.0,construccion,,,0,1144,30588,11811.201792315987,,35,5.00020265796214,0.0,0.0,,72.6,Sí,0,0,,sí,sí
993,2310993,1,0,10.0,construccion,2019-05-02,,13490,856,168449,70379.77110647366,,34,24.44313129551412,0.0,0.0,2.0,460.0,Sí,1,1,1.0,sí,sí
994,2300994,0,1,3.0,restauracion,2010-01-26,,3645,1015,62139,24582.098151687795,,40,9.239739827138242,0.0,0.0,,162.5,Sí,0,0,,no,sí
995,2300995,0,1,0.0,fontaneria,2019-08-22,,0,889,32435,13400.900202700232,,22,5.52793268637619,0.0,0.0,,72.6,Sí,0,0,,sí,sí
996,2310996,1,0,9.0,construccion,2009-12-23,,12483,751,138414,41597.00319651021,,33,14.888154812088832,0.0,0.0,2.0,460.0,Sí,1,1,,sí,sí
997,2300997,0,1,0.0,restauracion,2006-06-26,,0,550,359883,109161.27621424012,,63,37.317375025502095,0.0,0.0,,72.6,Sí,1,0,1.0,sí,sí
998,2300998,0,1,0.0,ingenieria,2009-06-09,,0,883,18990,6372.278424961988,,24,3.1946506334735494,0.0,0.0,,72.6,Sí,0,1,,no,sí
999,2310999,1,0,11.0,construccion,2022-08-03,,17523,670,181562,61603.85931069584,,35,21.52980374162571,0.0,0.0,1.0,460.0,Sí,1,1,,sí,sí
1000,2301000,0,1,2.0,restauracion,2018-02-13,,2714,932,77337,32047.205525084057,,26,11.717921412112036,0.0,1.0,,142.45,Sí,1,0,1.0,sí,sí
1001,2301001,0,1,0.0,restauracion,2012-07-29,,0,771,444733,172074.72708775345,,60,58.2026681101697,0.0,1.0,,72.6,Sí,0,0,,sí,sí
1002,2311002,1,0,11.0,construccion,2003-04-02,,13981,729,129563,53542.1912870337,,38,18.85358272548748,0.0,,1.0,460.0,Sí,0,1,1.0,sí,no
1003,2301003,0,1,1.0,restauracion,2022-07-11,,1795,733,862159,282736.45093190944,,54,94.93889070883765,0.0,1.0,,121.0,Sí,0,1,,sí,sí
1004,2301004,0,1,0.0,fontaneria,2009-04-14,,0,617,232459,84305.10859980027,,33,29.06590672450396,0.0,0.0,,72.6,Sí,0,0,,sí,sí
1005,2311005,1,0,26.0,construccion,2002-01-04,,43108,1103,162102,65420.55378016543,,25,22.796826635819887,0.0,0.0,2.0,460.0,Sí,1,1,,sí,sí
1006,2301006,0,1,,comercio alimentacion,,,1446,683,823876,268972.6342839322,,52,90.36973513613556,0.0,1.0,,121.0,Sí,0,0,,no,sí
1007,2301007,0,1,1.0,restauracion,2004-11-15,,1586,687,76388,23245.2665265711,,41,8.795953642979505,0.0,1.0,,121.0,Sí,1,1,,sí,sí
1008,2311008,1,0,25.0,construccion,2004-04-19,,43925,1007,161748,51236.22160754241,,36,18.0880730938928,0.0,0.0,1.0,460.0,Sí,0,1,1.0,sí,sí
1009,2311009,1,0,11.0,construccion,2002-10-13,,15048,993,771307,244608.8603901548,,44,82.2817261117516,0.0,1.0,2.0,460.0,Sí,0,1,0.0,sí,sí
1010,2301010,0,1,0.0,peluqueria,2006-05-18,,0,683,38844,15768.831881455491,,42,6.31401175895323,0.0,0.0,,72.6,Sí,0,1,,sí,sí
1011,2301011,0,1,0.0,restauracion,2007-05-10,,0,1173,447614,174324.78753712546,,64,58.94961763035786,0.0,0.0,,72.6,Sí,0,1,,sí,sí
1012,2311012,1,0,7.0,construccion,2022-03-08,,12355,767,106522,38014.720873454,,22,13.698949400682114,0.0,0.0,1.0,460.0,Sí,1,1,1.0,sí,sí
1013,2311013,1,0,9.0,construccion,2007-06-08,,12744,1139,121904,43458.55891878154,,24,15.506132944161775,0.0,0.0,4.0,460.0,Sí,0,1,0.0,sí,sí
1014,2301014,0,1,0.0,restauracion,2011-01-13,,0,972,827540,250445.3002144461,,55,84.21924113610494,0.0,1.0,,72.6,Sí,0,0,0.0,sí,sí
1015,2311015,1,0,18.0,construccion,2005-02-12,,23994,769,162983,53190.14485744972,,27,18.736714349024474,0.0,0.0,1.0,460.0,Sí,1,1,,sí,sí
1016,2301016,0,1,0.0,restauracion,2020-06-19,,0,891,37830,11694.60534646384,,43,4.961496293735696,0.0,1.0,,72.6,Sí,0,0,,no,sí
1017,2301017,0,1,1.0,restauracion,2005-10-24,,1714,908,69353,23474.12682114856,,24,8.871928085031705,0.0,1.0,,121.0,Sí,0,0,,no,sí
1018,2311018,1,0,20.0,construccion,2001-11-15,,31800,599,129943,46738.58010329532,,29,16.59499713474982,0.0,,2.0,460.0,Sí,0,1,,sí,sí
1019,2301019,0,1,0.0,restauracion,2013-04-21,,0,1094,44768,13588.134438867508,,34,5.590088582190891,0.0,0.0,,72.6,Sí,0,1,0.0,sí,sí
1020,2301020,0,1,0.0,fontaneria,2008-03-08,,0,866,37039,14616.856497071534,,33,5.931592050685239,0.0,1.0,,72.6,Sí,0,1,,no,sí
1021,2311021,1,0,16.0,construccion,2001-10-19,,23328,796,108216,37502.01945994436,,41,13.528748606775569,0.0,0.0,1.0,460.0,Sí,0,1,1.0,sí,sí
1022,2301022,0,1,0.0,restauracion,2011-12-17,,0,1195,49721,15393.944995248785,,23,6.189561067037333,0.0,0.0,,72.6,Sí,0,0,,no,sí
1023,2301023,0,1,0.0,restauracion,2003-08-31,,0,1077,56360,20695.03074732068,,38,7.949355325050099,0.0,0.0,,72.6,Sí,0,1,1.0,sí,sí
1024,2301024,0,1,0.0,peluqueria,2022-10-13,,0,734,51433,14637.679833138747,,40,5.938504745359047,0.0,0.0,,72.6,Sí,0,1,1.0,sí,sí
1025,2301025,0,1,3.0,fontaneria,2012-11-02,,3531,783,70537,24268.831551321764,,40,9.135745138062358,0.0,0.0,,162.5,Sí,0,1,,no,sí
1026,2301026,0,1,0.0,fontaneria,2009-08-13,,0,643,33547,9693.74816855035,,36,4.297274446085035,0.0,1.0,,72.6,Sí,1,1,,no,sí
1027,2301027,0,1,0.0,restauracion,2020-07-30,,0,797,760670,287763.7408482481,,65,96.6077933340556,0.0,0.0,,72.6,Sí,0,1,1.0,sí,sí
1028,2311028,1,0,26.0,construccion,2019-01-01,,36088,1018,112498,39944.80031403648,,37,14.33967525872318,0.0,0.0,1.0,460.0,Sí,1,1,,sí,sí
1029,2301029,0,1,1.0,informatica,2002-01-20,,1539,1138,64607,23648.46191399356,,37,8.929801869706633,0.0,0.0,,121.0,Sí,0,1,,no,sí
1030,2311030,1,0,10.0,construccion,2005-07-11,,15030,750,168413,49122.90745857923,,27,17.3865190578599,0.0,0.0,1.0,460.0,No,0,1,1.0,sí,sí
1031,2301031,0,1,0.0,restauracion,2015-03-06,,0,724,787857,245506.8081405925,,45,82.57981661040051,0.0,1.0,,72.6,Sí,0,1,,sí,sí
1032,2311032,1,0,19.0,construccion,2016-10-16,,31046,976,225594,76363.282889136,,32,26.429469598712743,0.0,0.0,1.0,460.0,Sí,0,1,1.0,sí,sí
1033,2301033,0,1,1.0,ingenieria,2005-06-13,,1186,680,64533,25608.61674129845,,24,9.580511813147742,0.0,0.0,,121.0,Sí,0,0,0.0,sí,sí
1034,2301034,0,1,3.0,peluqueria,2011-09-23,,4776,1146,1007530,356053.730882182,,52,119.27792884252112,0.0,0.0,,162.5,Sí,1,1,0.0,sí,sí
1035,2301035,0,1,0.0,fontaneria,2020-09-26,,0,834,43248,14691.25077853012,,41,5.956288619551086,0.0,1.0,,72.6,Sí,0,1,0.0,sí,sí
1036,2301036,0,1,0.0,construccion,2010-10-11,,0,915,869355,284293.9853129278,,59,95.45594328798188,0.0,0.0,,72.6,Sí,0,1,,sí,sí
1037,2311037,1,0,17.0,construccion,2019-08-24,,30158,890,106563,33293.00610737708,,29,12.131488144265226,0.0,0.0,2.0,460.0,Sí,0,1,,sí,sí
1038,2311038,1,0,8.0,construccion,2009-02-12,,13384,1045,596741,171014.0447594012,,56,57.85055483407709,0.0,0.0,1.0,460.0,Sí,0,1,,sí,sí
1039,2311039,1,0,7.0,construccion,2020-09-30,,7966,883,922953,289292.7565922837,,47,97.1153786199026,0.0,0.0,1.0,460.0,Sí,0,1,,sí,sí
1040,2301040,0,1,0.0,restauracion,2022-05-26,,0,686,46593,14915.01351035232,,23,6.030570830598899,0.0,0.0,,72.6,No,0,0,0.0,sí,sí
1041,2311041,1,0,20.0,construccion,2003-09-24,,30360,546,1096255,427881.0929333241,,60,143.12236094898176,18.700986905257423,0.0,2.0,460.0,Sí,1,1,0.0,sí,no
1042,2301042,0,1,0.0,construccion,2005-08-31,,0,1139,267424,104847.28154533092,,61,35.8852640575788,0.0,1.0,,72.6,Sí,0,0,,sí,sí
1043,2301043,0,1,0.0,restauracion,2019-05-13,,0,1038,384999,128116.19927718326,,60,43.6098151646196,0.0,0.0,,72.6,Sí,0,1,,sí,sí
1044,2301044,0,1,0.0,fontaneria,2014-07-05,,0,551,43471,12324.765514636496,,27,5.170689711356826,0.0,0.0,,72.6,Sí,0,1,,sí,sí
1045,2311045,1,0,16.0,construccion,2014-09-11,,26624,660,605156,209359.61923536347,,63,70.58008326259291,0.0,0.0,1.0,460.0,No,1,1,0.0,sí,sí
1046,2301046,0,1,0.0,restauracion,2017-07-09,,0,1200,45347,18401.761747183587,,32,7.188061920780491,0.0,0.0,,72.6,Sí,0,0,0.0,sí,sí
1047,2301047,0,1,0.0,restauracion,2004-07-28,,0,595,35409,13531.109373547612,,41,5.571158048483993,0.0,0.0,,72.6,Sí,0,1,,sí,sí
1048,2301048,0,1,0.0,componentes electronicos,2005-05-09,,0,1147,614141,178550.57519649732,,61,60.35244663678118,0.0,1.0,,72.6,Sí,0,1,1.0,sí,sí
1049,2301049,0,1,2.0,restauracion,2013-01-29,,3266,1189,251001,94140.41006441224,,57,32.33091843205537,0.0,0.0,,142.45,Sí,0,1,,sí,sí
1050,2301050,0,1,0.0,empresa de telefonia,2001-03-23,,0,693,36339,13180.27044178764,,22,5.454690523438351,0.0,0.0,,72.6,Sí,1,1,,sí,sí
1051,2311051,1,0,17.0,construccion,2015-09-09,,29257,761,84436,33685.54951573103,,23,12.261800247926642,0.0,0.0,1.0,460.0,Sí,0,1,1.0,sí,sí
1052,2311052,1,0,26.0,construccion,2021-11-28,,45266,1113,166650,57672.48200065994,,28,20.22470974016028,0.0,0.0,3.0,460.0,Sí,1,1,,sí,sí
1053,2301053,0,1,0.0,restauracion,2018-01-27,,0,1167,53906,16933.048660976307,,31,6.700495226586647,0.0,0.0,,72.6,Sí,0,0,,sí,sí
1054,2311054,1,0,22.0,construccion,2004-03-17,,29524,1057,188764,75512.07169192881,,27,26.14689417034585,0.0,0.0,1.0,460.0,Sí,0,1,1.0,sí,sí
1055,2301055,0,1,0.0,fontaneria,2007-02-11,,0,1163,56655,21930.77194728544,,34,8.359582657674899,0.0,1.0,,72.6,Sí,0,0,,sí,sí
1056,2311056,1,0,2.0,construccion,2010-11-26,,2518,768,116865,43491.28563278094,,32,15.516997187087345,0.0,0.0,1.0,460.0,Sí,0,1,1.0,sí,sí
1057,2301057,0,1,0.0,construccion,2012-04-27,,0,1149,48406,13742.05515075942,,38,5.641185432467413,0.0,1.0,,72.6,Sí,0,0,,sí,sí
1058,2301058,0,1,0.0,fontaneria,2008-10-13,,0,657,49755,16778.270503266285,,39,6.6491137311831,0.0,1.0,,72.6,Sí,0,1,,sí,sí
1059,2301059,0,1,0.0,fontaneria,2012-01-29,,0,657,42652,12774.421416190991,,26,5.319961372040279,0.0,0.0,,72.6,Sí,0,1,,no,sí
1060,2301060,0,1,0.0,restauracion,2005-05-10,,0,513,36447,12560.898106208297,,36,5.2490783279935815,0.0,0.0,,72.6,Sí,0,1,1.0,sí,sí
1061,2301061,0,1,0.0,fontaneria,2002-12-18,,0,1099,50156,20386.623852955767,,35,7.8469739059940515,0.0,0.0,,72.6,Sí,1,1,1.0,sí,sí
1062,2301062,0,1,1.0,restauracion,2021-01-18,,1154,1149,63891,19492.910320168987,,43,7.550289034844441,0.0,1.0,,121.0,Sí,0,1,1.0,sí,sí
1063,2311063,1,0,12.0,construccion,2015-06-29,,13452,568,178680,60364.05931694278,,39,21.11822901672371,0.0,0.0,1.0,460.0,Sí,1,1,0.0,sí,sí
1064,2311064,1,0,19.0,construccion,2001-12-10,,23731,921,139678,45596.67295057351,,28,16.21591976371161,0.0,0.0,3.0,460.0,Sí,0,1,1.0,sí,sí
1065,2301065,0,1,2.0,restauracion,2006-05-15,,2826,940,987836,280851.8375482145,,54,94.3132581561282,0.0,0.0,,142.45,Sí,0,1,,sí,sí
1066,2311066,1,0,21.0,construccion,2011-10-05,,29862,842,126276,38230.41929218941,,27,13.770554512635764,0.0,0.0,1.0,460.0,Sí,0,1,,sí,sí
1067,2311067,1,0,11.0,construccion,,,12452,688,116650,39812.07131044426,,26,14.295613391151608,0.0,0.0,1.0,460.0,Sí,0,1,,sí,sí
1068,2301068,0,1,0.0,empresa de telefonia,2013-01-08,,0,1164,32355,12670.729249658976,,26,5.285538823943858,0.0,0.0,,72.6,No,0,0,,sí,sí
1069,2301069,0,1,3.0,componentes electronicos,2013-08-01,,5319,1113,186058,58794.3133345329,,42,20.59712256880333,0.0,0.0,,162.5,Sí,1,1,,sí,sí
1070,2311070,1,0,15.0,construccion,2020-02-27,,19905,604,983125,360234.66437584645,,62,120.66586767229924,0.0,0.0,1.0,460.0,Sí,1,1,,sí,sí
1071,2311071,1,0,3.0,construccion,2016-09-20,,5145,988,134912,45223.17998775178,,40,16.091931810654074,0.0,0.0,1.0,460.0,Sí,0,1,,sí,sí
1072,2301072,0,1,0.0,ingenieria,2002-02-05,,0,680,53710,19357.96882260208,,43,7.505492688644405,0.0,0.0,,72.6,Sí,0,1,,sí,sí
1073,2311073,1,0,10.0,construccion,2002-06-19,,17110,1065,85114,29137.56354495316,,32,10.75201150440945,0.0,0.0,2.0,460.0,Sí,0,1,,sí,sí
1074,2311074,1,0,26.0,construccion,2006-01-23,,44148,1173,160817,61836.64643817165,,33,21.60708176907718,0.0,0.0,1.0,460.0,Sí,1,1,,sí,sí
1075,2301075,0,1,0.0,restauracion,2015-11-16,,0,1153,44368,14628.263348433476,,36,5.935378767683904,0.0,1.0,,72.6,Sí,0,1,1.0,sí,sí
1076,2311076,1,0,13.0,construccion,2006-01-17,,22737,981,189351,78385.0359026181,,41,27.10062820859851,0.0,0.0,1.0,460.0,Sí,0,1,1.0,sí,no
1077,2311077,1,0,17.0,construccion,2010-12-09,,20706,955,310623,109025.16322859324,,60,37.27218978199066,0.0,0.0,1.0,460.0,Sí,0,1,1.0,sí,sí
1078,2301078,0,1,0.0,empresa de telefonia,2020-06-13,,0,1024,1092606,333025.4571618103,,45,111.63326400207455,11.875998326762044,1.0,,72.6,Sí,0,0,,sí,sí
1079,2301079,0,1,3.0,restauracion,2020-07-07,,4005,701,667769,249149.81103016392,,52,83.78917934604122,0.0,0.0,,162.5,Sí,0,0,,sí,sí
1080,2301080,0,1,2.0,restauracion,2005-07-02,,2466,930,1079986,361214.19582652574,,51,120.99104140143096,38.17266751106568,0.0,,142.45,Sí,0,0,,no,sí
1081,2301081,0,1,3.0,construccion,2021-03-11,,4002,785,72492,20825.669014556075,,27,7.992723133704721,0.0,0.0,,162.5,Sí,0,1,,sí,sí
1082,2301082,0,1,0.0,fontaneria,2020-09-10,,0,768,38874,12623.376677754552,,37,5.269819254776924,0.0,0.0,,72.6,Sí,1,1,,sí,sí
1083,2311083,1,0,12.0,construccion,2007-06-21,,20964,1195,190315,75891.93402599932,,31,26.272996554951,0.0,0.0,1.0,460.0,Sí,1,1,1.0,no,sí
1084,2301084,0,1,0.0,empresa de telefonia,2018-03-11,,0,548,37253,12951.782229244598,,42,5.378839600955217,0.0,0.0,,72.6,Sí,0,1,,sí,sí
1085,2301085,0,1,2.0,limpieza,2022-01-03,,3506,746,266059,89645.43208376343,,44,30.83872667923417,0.0,0.0,,142.45,Sí,0,1,,sí,sí
1086,2301086,0,1,1.0,restauracion,2017-04-26,,1111,534,60968,24859.41808019804,,36,9.331801348239669,0.0,0.0,,121.0,Sí,0,1,,sí,sí
1087,2311087,1,0,12.0,construccion,2019-02-06,,17496,558,157139,57823.31712715424,,24,20.27478227283108,0.0,0.0,1.0,460.0,Sí,0,1,1.0,sí,no
1088,2301088,0,1,0.0,fontaneria,2018-01-23,,0,1200,45343,14916.664049484403,,41,6.031118757839302,0.0,1.0,,72.6,Sí,0,0,,sí,sí
1089,2301089,0,1,0.0,educacion,2021-06-30,,0,1141,23760,8498.27268773414,,43,3.900414069715314,0.0,0.0,,72.6,Sí,0,0,,sí,sí
1090,2301090,0,1,1.0,restauracion,2015-01-17,,1687,1157,67897,23039.376369189114,,26,8.727604566264315,0.0,0.0,,121.0,Sí,1,0,,sí,sí
1091,2301091,0,1,3.0,construccion,2009-09-03,,4188,671,65196,21193.19871090143,,22,8.114731469265967,0.0,0.0,,162.5,No,0,1,,sí,sí
1092,2311092,1,0,12.0,construccion,2004-10-26,,20484,939,931669,339850.65662631416,,64,113.89901622514157,0.0,0.0,2.0,460.0,Sí,0,1,,sí,sí
1093,2301093,0,1,3.0,fontaneria,2007-01-06,,4845,509,71857,29983.389892759496,,27,11.03279933161329,0.0,0.0,,162.5,Sí,0,1,,no,sí
1094,2301094,0,1,3.0,comercio alimentacion,2004-01-01,,4809,939,75684,25266.02915501272,,39,9.466783476084633,0.0,1.0,,162.5,Sí,1,1,0.0,sí,sí
1095,2311095,1,0,14.0,construccion,2002-09-28,,17220,1156,102225,29362.09591289544,,26,10.82654921051775,0.0,0.0,1.0,460.0,Sí,1,1,1.0,sí,sí
1096,2301096,0,1,0.0,fontaneria,2020-12-01,,0,1181,799871,264216.6991892127,,44,88.79091380356277,0.0,0.0,,72.6,Sí,0,0,,sí,sí
1097,2311097,1,0,11.0,construccion,2012-09-23,,15191,970,755951,235265.37225474263,,61,79.17998100904649,0.0,0.0,2.0,460.0,Sí,0,1,,sí,sí
1098,2301098,0,1,2.0,empresa de telefonia,2009-12-16,,2978,588,68109,22316.47530484856,,39,8.48762407893856,0.0,0.0,,142.45,Sí,0,1,,sí,sí
1099,2301099,0,1,0.0,restauracion,2008-11-15,,0,725,44206,15517.62614848208,,30,6.230619331978489,0.0,1.0,,72.6,Sí,0,1,,sí,sí
1100,2301100,0,1,0.0,restauracion,2008-12-05,,0,1007,39339,11417.69866708891,,31,4.869571958390068,0.0,0.0,,72.6,Sí,0,1,,sí,sí
